Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	
1982	3#3#3#3#3	0.5465317368507385#0.5465317368507385#0.5465317368507385#0.4510408937931061#0.4510408937931061	0.7865785805726302#0.7865785805726302#0.7865785805726302#0.8095701211029431#0.8095701211029431	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#3.77#3.77	0#0#0#0#0	2#2#2#2#2	16.0#16.0#16.0#16.0#16.0	131.75106811523438#131.75106811523438#131.75106811523438#131.91592407226562#131.91592407226562	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	0#3#3#1110#1132	0#0#0#1#0	0#0#0#2#0	0#0#0#10#0	0#0#0#10#0	0#12#0#62#0	0#0#0#0#0	0#0#0#1#0	0#0#0#1#0	6385.json	
12	3#3	0.7799121737480164#0.7799121737480164	0.867959283401294#0.867959283401294	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#2	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11343.json	
635	3	0.7281937599182129	0.8616777346262654	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	1062.json	
2425	3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3	0.1095651313662529#0.1095651313662529#0.1095651313662529#0.1095651313662529#0.1095651313662529#0.1095651313662529#0.1095651313662529#0.1095651313662529#0.3402736485004425#0.5470858216285706#0.10846433788537979#0.22148504853248596#0.4207949638366699#0.2532881498336792#0.28657829761505127#0.16042137145996094#0.16042137145996094#0.16042137145996094#0.16042137145996094#0.1820974200963974#0.3344104588031769	0.5309058552015555#0.5309058552015555#0.5309058552015555#0.5309058552015555#0.5309058552015555#0.5309058552015555#0.5309058552015555#0.5309058552015555#0.659955444554397#0.6613587495927014#0.21999326215770548#0.33616608309193813#0.5914781183068258#0.5533799998206538#0.5632231450752198#0.7003737895083509#0.7003737895083509#0.7003737895083509#0.7003737895083509#0.6811338544222835#0.7357942364033816	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#0#0#1#0#1#1#1#0#0#0#0#0#0	22.0#22.0#22.0#22.0#22.0#22.0#22.0#22.0#20.0#19.0#29.0#26.0#21.0#21.0#21.0#18.0#18.0#18.0#18.0#18.0#17.0	129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#129.47398376464844#130.07347106933594#130.236328125#127.68843078613281#128.3351287841797#129.81976318359375#129.7158966064453#129.7158966064453#130.7338104248047#130.7338104248047#130.7338104248047#130.7338104248047#130.7338104248047#131.03103637695312	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#26#26#26#26#44#49#55#189#189#502#518#1218#1227#1227#1521#1537#1553#1575#1617#1682	0#0#0#0#0#0#0#0#2#1#1#1#1#2#1#2#0#0#0#1#2	0#0#0#0#0#0#0#0#4#2#2#2#2#4#2#4#0#0#0#2#4	0#0#0#0#0#0#0#0#43#6#35#9#25#43#10#61#0#0#0#8#21	0#0#0#0#0#0#0#0#43#6#35#9#25#43#10#64#0#0#0#8#21	0#1#39#0#50#74#0#1#1#1#1#1#1#1#1#77#61#62#0#79#184	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#1#0#0#1#1#0#0#0#0#0#1#0#1#1	0#0#0#0#0#0#0#1#0#0#1#1#0#0#0#0#0#1#0#1#1	7910.json	
1104	12#12#12#12#12	0.0034550735726952553#0.0035503103863447905#0.0035503103863447905#0.0035503103863447905#0.004958669655025005	1.1434494862976719E-4#1.7276101796751556E-4#1.7276101796751556E-4#1.7276101796751556E-4#3.3295990508281823E-4	1#1#1#1#1	1#1#1#1#1	2#2#2#2#2	2#2#2#2#2	6.39#6.39#6.39#6.39#6.39	1#1#1#1#1	7#7#7#7#6	90.0#87.0#87.0#87.0#84.0	98.2647705078125#98.40406036376953#98.40406036376953#98.40406036376953#98.62353515625	0#0#0#0#0	2#2#2#2#2	2#2#2#2#2	0#42#253#364#574	0#1#0#1#1	0#2#0#2#2	0#6#0#94#21	0#6#0#98#21	0#314#0#4#1	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1437.json	
22	9	0.4661062955856323	0.053596343002778254	0	0	0	2	5.9	1	2	49.0	106.38627624511719	0	1	1	0	0	0	0	0	0	0	0	0	12903.json	
1194	23#23#27#27	0.0#7.076336769387126E-4#8.273885468952358E-4#8.273885468952358E-4	6.200846515257372E-12#1.4982665020597337E-11#4.756233340036605E-13#4.756233340036605E-13	6#6#8#8	5#5#6#6	11#11#14#14	5#5#6#6	4.2#4.2#5.17#5.17	1#1#2#2	24#22#25#25	200.0#192.0#216.0#216.0	82.58769989013672#82.7170639038086#79.20016479492188#79.20016479492188	0#0#0#0	2#2#2#2	6#6#8#8	0#1#29#344	0#11#5#0	0#22#6#0	0#91#139#0	0#91#162#0	0#1#4#0	0#0#0#0	0#1#0#0	0#0#0#0	11893.json	
1104	3#3#3	0.6510527729988098#0.6510527729988098#0.6510527729988098	0.6952273394151025#0.6952273394151025#0.6952273394151025	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	19.0#19.0#19.0	130.45266723632812#130.45266723632812#130.45266723632812	0#0#0	1#1#1	0#0#0	0#253#608	0#0#0	0#0#0	0#0#0	0#0#0	0#0#13	0#0#0	0#0#0	0#0#0	1410.json	
478	3	0.34795817732810974	0.8044371058945464	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	911.json	
1451	10#10	0.23408447206020355#0.23408447206020355	0.2785346115333221#0.2785346115333221	3#3	2#2	5#5	4#4	10.15#10.15	3#3	3#3	45.0#45.0	105.13511657714844#105.13511657714844	0#0	1#1	1#1	0#600	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	6408.json	
1706	7#7#7	0.014927097596228123#0.014927097596228123#0.014927097596228123	0.15657094548597178#0.15657094548597178#0.15657094548597178	1#1#1	1#1#1	2#2#2	2#2#2	6.66#6.66#6.66	1#1#1	2#2#2	44.0#44.0#44.0	111.56436157226562#111.56436157226562#111.56436157226562	0#0#0	0#0#0	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9742.json	
1424	4#4#4#6#6	0.002461784053593874#0.0#0.0#5.669776001013815E-4#6.173956790007651E-4	0.10824282485787957#0.00372504422546081#0.00580802365423484#0.0126229601785147#0.012580983409402436	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	4.0#4.0#4.0#9.98#9.98	0#0#0#0#0	4#8#8#8#8	40.0#60.0#56.0#56.0#56.0	121.51860809326172#119.10297393798828#119.39537048339844#112.82683563232422#112.82683563232422	0#0#0#0#0	1#1#1#1#1	0#0#0#0#0	0#1#1#573#674	0#2#2#0#1	0#4#4#0#2	0#95#17#10#6	0#95#17#0#6	0#4#27#0#13	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	8273.json	
1977	3#3	0.7394564747810364#0.7394564747810364	0.8226095756731934#0.8226095756731934	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#1127	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	282.json	
1706	6#6#6	0.04680132493376732#0.04680132493376732#0.04680132493376732	0.2629442558052851#0.2629442558052851#0.2629442558052851	1#1#1	1#1#1	2#2#2	2#2#2	5.5#5.5#5.5	1#1#1	3#3#3	38.0#38.0#38.0	114.82393646240234#114.82393646240234#114.82393646240234	0#0#0	1#1#1	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9508.json	
687	7	0.17249350249767303	0.254375072379012	0	0	0	1	6.66	1	3	39.0	112.42162322998047	0	1	0	0	0	0	0	0	0	0	0	0	12018.json	
2081	3#3	0.7129618525505066#0.7129618525505066	0.7741880054091815#0.7741880054091815	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#1231	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	465.json	
885	6#6#6	0.5249226689338684#0.5249226689338684#0.5249226689338684	0.358359693127858#0.358359693127858#0.358359693127858	1#1#1	1#1#1	2#2#2	2#2#2	5.5#5.5#5.5	1#1#1	1#1#1	35.0#35.0#35.0	115.41443634033203#115.41443634033203#115.41443634033203	0#0#0	1#1#1	0#0#0	0#13#35	0#0#0	0#0#0	0#0#0	0#0#0	0#62#0	0#0#0	0#1#0	0#1#0	7950.json	
751	3#3	0.5442559719085693#0.4517056345939636	0.8226404414264324#0.8274516906810675	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#39	0#1	0#2	0#1	0#1	0#35	0#0	0#0	0#0	3531.json	
870	3#3#3#3#3	0.3274920582771301#0.49841439723968506#0.49841439723968506#0.49841439723968506#0.49841439723968506	0.8564930841051487#0.8257738200138067#0.8257738200138067#0.8257738200138067#0.8257738200138067	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#3.77#3.77	0#0#0#0#0	1#0#0#0#0	15.0#17.0#17.0#17.0#17.0	131.9385528564453#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0#0	1#1#1#1#1	0#0#0#0#0	0#0#20#145#684	0#1#0#0#0	0#2#0#0#0	0#8#0#0#0	0#8#0#0#0	0#138#0#1#4	0#0#0#0#0	0#0#0#1#0	0#0#0#1#0	3655.json	
995	3#3#3	0.5388467311859131#0.5388467311859131#0.5209746956825256	0.8029959016728544#0.8029959016728544#0.7979923312904675	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344	0#0#0	1#1#1	0#0#0	0#145#244	0#0#1	0#0#2	0#0#3	0#0#3	0#0#18	0#0#0	0#0#0	0#0#0	5845.json	
2340	6#13#6#6#6#6#6	0.010496013797819614#0.0011840290389955044#0.0037709863390773535#0.002671097870916128#0.002671097870916128#0.002671097870916128#0.002671097870916128	0.1743992507585167#0.0036121721682506685#0.07292919315574865#0.08235508258141838#0.08235508258141838#0.08235508258141838#0.08235508258141838	0#2#0#0#0#0#0	0#2#0#0#0#0#0	0#4#0#0#0#0#0	1#3#1#1#1#1#1	6.53#9.69#10.99#10.99#10.99#10.99#10.99	0#1#0#0#0#0#0	2#5#3#3#3#3#3	38.0#75.0#43.0#42.0#42.0#42.0#42.0	114.84321594238281#97.8476333618164#114.07755279541016#114.25980377197266#114.25980377197266#114.25980377197266#114.25980377197266	0#0#0#0#0#0#0	3#3#3#3#3#3#3	0#0#0#0#0#0#0	0#335#862#963#966#1284#1490	0#13#1#6#0#0#0	0#19#9#12#0#0#0	0#238#209#28#0#0#0	0#233#204#22#0#0#0	0#2#1#1#2#90#0	0#0#0#0#0#0#0	0#1#0#1#0#1#0	0#1#0#1#0#1#0	5206.json	
534	3	0.4381762444972992	0.8197089891234961	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	2968.json	
17	4#4	0.14036476612091064#0.14036476612091064	0.5180710968345691#0.5180710968345691	0#0	0#0	0#0	1#1	4.0#4.0	0#0	1#1	26.0#26.0	123.8484878540039#123.8484878540039	0#0	1#1	0#0	0#5	0#0	0#0	0#0	0#0	0#39	0#0	0#0	0#0	10177.json	
232	13#12#12#12	0.0028094651643186808#0.006840059068053961#0.003379370318725705#0.0021013813093304634	1.2793658757785721E-6#1.6181627647270955E-5#6.204886783531231E-6#4.305495606723648E-6	1#1#1#1	1#1#1#1	2#2#2#2	3#3#3#3	4.92#4.62#4.62#4.62	1#1#1#1	10#7#7#7	110.0#97.0#101.0#103.0	95.31636810302734#97.4398193359375#97.1689682006836#97.06700134277344	0#0#0#0	2#2#2#2	5#4#4#4	0#0#144#152	0#7#1#1	0#15#2#2	0#235#26#9	0#240#26#9	0#23#26#10	0#0#1#0	0#0#1#0	0#0#1#0	7050.json	
1719	5#5#5#5	0.2674425542354584#0.23202578723430634#0.23202578723430634#0.21771083772182465	0.027704974349894287#0.02958345952736673#0.02958345952736673#0.03758176723073304	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.92#3.92#3.92#3.92	0#0#0#0	1#1#1#1	42.0#42.0#42.0#41.0	116.9898910522461#117.04198455810547#117.04198455810547#117.22176361083984	0#0#0#0	1#1#1#1	2#2#2#2	0#21#869#1506	0#1#0#1	0#2#0#2	0#16#0#7	0#16#0#7	0#9#0#739	0#0#0#0	0#1#0#0	0#1#0#0	10866.json	
1166	3#3#3	0.006934660486876965#0.05011415109038353#0.05011415109038353	0.4607657894642874#0.6069894774014879#0.6069894774014879	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	25.0#20.0#20.0	129.0255889892578#130.07347106933594#130.07347106933594	0#0#0	0#0#0	0#0#0	0#104#315	0#1#0	0#2#0	0#14#0	0#14#0	0#314#0	0#0#0	0#0#0	0#0#0	1728.json	
912	7#7#7#7#4#5#5#5	0.011182357557117939#0.011672355234622955#0.011672355234622955#0.011672355234622955#0.0#0.0016049833502620459#0.0016897887689992785#0.0016110017895698547	0.27894918511262984#0.2786650357324587#0.2786650357324587#0.2786650357324587#0.01386477406982226#0.03433576602094351#0.033759309014083805#0.044104752504916536	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1	8.4#8.4#8.4#8.4#9.8#10.85#10.85#10.85	0#0#0#0#0#0#0#0	1#1#1#1#2#4#4#4	39.0#39.0#39.0#39.0#48.0#46.0#46.0#45.0	112.21089935302734#112.21089935302734#112.21089935302734#112.21089935302734#120.01702117919922#116.7403564453125#116.7403564453125#116.9176254272461	0#0#0#0#0#0#0#0	6#6#6#6#3#2#2#2	0#0#0#0#0#0#0#0	0#26#40#62#104#169#437#699	0#1#0#0#4#4#1#1	0#2#0#0#11#7#2#2	0#8#0#0#223#56#8#17	0#8#0#0#193#51#8#7	0#28#62#0#79#184#53#739	0#0#0#0#0#0#0#0	0#0#1#0#1#1#0#0	0#0#1#0#1#1#0#0	8129.json	
857	4#4#4	0.517410159111023#0.5395364761352539#0.5395364761352539	0.34917930401329955#0.3436711313819991#0.3436711313819991	0#0#0	0#0#0	0#0#0	1#1#1	6.63#6.63#6.63	0#0#0	2#2#2	25.0#25.0#25.0	123.96263122558594#123.96263122558594#123.96263122558594	0#0#0	1#1#1	0#0#0	0#0#7	0#1#0	0#2#0	0#7#0	0#7#0	0#14#0	0#0#0	0#0#0	0#0#0	6861.json	
778	11#11	0.0025231658946722746#0.001961380010470748	7.929850174205357E-4#2.5903317387420663E-4	0#0	0#0	0#0	1#1	8.61#8.61	0#0	11#12	82.0#87.0	100.7899169921875#100.3801498413086	0#0	2#2	1#1	0#279	0#2	0#4	0#37	0#25	0#24	0#0	0#0	0#0	567.json	
2215	8#8#8#8#8#8	0.0#0.0#1.3988249702379107E-4#1.3988249702379107E-4#1.3988249702379107E-4#1.3988249702379107E-4	0.007037707182813618#0.007037707182813618#0.006579500592515409#0.006579500592515409#0.006579500592515409#0.006579500592515409	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	2#2#2#2#2#2	9.59#9.59#9.59#9.59#9.59#9.59	1#1#1#1#1#1	7#7#7#7#7#7	64.0#64.0#64.0#64.0#64.0#64.0	106.95552825927734#106.95552825927734#106.95552825927734#106.95552825927734#106.95552825927734#106.95552825927734	0#0#0#0#0#0	1#1#1#1#1#1	2#2#2#2#2#2	0#6#7#551#649#1364	0#0#4#0#0#0	0#0#8#0#0#0	0#0#33#0#0#0	0#0#21#0#0#0	0#0#5#27#2#0	0#0#0#0#0#0	0#0#0#0#1#0	0#0#0#0#1#0	8771.json	
2474	7#11#11#23#23#23#23#13#13#13#13#13#13#15#15#16#16#5#7#7#6	0.0023263951297849417#0.0034335090313106775#0.0034335090313106775#3.2634372473694384E-4#3.2634372473694384E-4#3.2634372473694384E-4#3.2634372473694384E-4#0.008788466453552246#0.008788466453552246#0.008788466453552246#0.008788466453552246#0.008788466453552246#0.008788466453552246#0.006509432569146156#0.0036568862851709127#0.003726914059370756#0.003687299322336912#0.023077072575688362#0.05566665530204773#0.05160512775182724#4.4425015221349895E-4	4.3444411798835734E-4#2.9632750059581197E-4#2.9632750059581197E-4#4.409929330293237E-8#4.409929330293237E-8#4.409929330293237E-8#4.409929330293237E-8#1.3930240698989318E-4#1.3930240698989318E-4#1.3930240698989318E-4#1.3930240698989318E-4#1.3930240698989318E-4#1.3930240698989318E-4#3.607850313131979E-6#1.7249881223812348E-6#1.5834931985242036E-6#1.5809369746119132E-6#0.3065306287004252#0.20289158910619157#0.19916407927548613#6.163861953117219E-4	0#0#0#3#3#3#3#2#2#2#2#2#2#4#4#4#4#0#0#0#0	0#0#0#2#2#2#2#1#1#1#1#1#1#2#2#2#2#0#0#0#0	0#0#0#5#5#5#5#3#3#3#3#3#3#6#6#6#6#0#0#0#0	1#2#2#4#4#4#4#3#3#3#3#3#3#4#4#4#4#1#1#1#1	9.28#12.21#12.21#14.02#14.02#14.02#14.02#10.48#10.48#10.48#10.48#10.48#10.48#10.72#10.72#11.12#11.12#9.33#13.33#13.33#8.54	0#1#1#3#3#3#3#2#2#2#2#2#2#2#2#2#2#0#0#0#0	7#8#8#14#14#14#14#7#7#7#7#7#7#9#10#10#10#3#3#3#6	72.0#80.0#80.0#145.0#145.0#145.0#145.0#88.0#88.0#88.0#88.0#88.0#88.0#108.0#113.0#115.0#115.0#33.0#40.0#40.0#69.0	108.46472930908203#100.14568328857422#100.14568328857422#84.23571014404297#84.23571014404297#84.23571014404297#84.23571014404297#96.68116760253906#96.68116760253906#96.68116760253906#96.68116760253906#96.68116760253906#96.68116760253906#92.91809844970703#92.6827621459961#91.51838684082031#91.51838684082031#118.90401458740234#112.14561462402344#112.14561462402344#111.26689147949219	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#3	2#3#3#6#6#6#6#4#4#4#4#4#4#5#5#5#5#0#1#1#0	0#7#7#28#75#75#75#75#75#75#93#93#93#279#1021#1384#1624#1759#2157#2196#2340	0#10#0#14#0#0#0#1#0#0#0#0#0#3#1#2#0#2#4#7#5	0#16#0#16#0#0#0#12#0#0#0#0#0#4#2#3#0#15#6#14#9	0#90#0#513#0#0#0#503#0#0#0#0#0#118#39#74#14#447#162#7#256	0#69#0#553#0#0#0#521#0#0#0#0#0#116#25#53#0#453#151#0#246	0#7#0#3#1#39#1#5#0#50#74#0#34#4#3#4#0#34#14#0#38	0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0	0#1#0#1#0#0#0#0#0#0#0#1#1#0#0#0#0#1#0#0#0	7233.json	
1901	3#3#3#3	0.001693813013844192#0.001563708996400237#0.001563708996400237#0.001563708996400237	0.8820720924191671#0.8772425021551908#0.8772425021551908#0.8772425021551908	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	12.0#12.0#12.0#12.0	133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625	0#0#0#0	0#0#0#0	0#0#0#0	0#791#845#1050	0#3#0#0	0#6#0#0	0#3#0#0	0#0#0#0	0#1#90#0	0#0#0#0	0#0#1#0	0#0#1#0	5759.json	
2474	6#6#6#6#6#6#6#6#3	0.06582347303628922#0.06582347303628922#0.06582347303628922#0.06582347303628922#0.06582347303628922#0.06582347303628922#0.06582347303628922#0.06582347303628922#0.030068641528487206	0.47638958267141573#0.47638958267141573#0.47638958267141573#0.47638958267141573#0.47638958267141573#0.47638958267141573#0.47638958267141573#0.47638958267141573#0.5247182647796901	3#3#3#3#3#3#3#3#0	2#2#2#2#2#2#2#2#0	5#5#5#5#5#5#5#5#0	2#2#2#2#2#2#2#2#1	5.5#5.5#5.5#5.5#5.5#5.5#5.5#5.5#3.77	1#1#1#1#1#1#1#1#0	1#1#1#1#1#1#1#1#1	32.0#32.0#32.0#32.0#32.0#32.0#32.0#32.0#24.0	115.88042449951172#115.88042449951172#115.88042449951172#115.88042449951172#115.88042449951172#115.88042449951172#115.88042449951172#115.88042449951172#129.12539672851562	0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0#0	0#75#75#75#75#93#100#1624#2297	0#0#0#0#0#0#0#0#1	0#0#0#0#0#0#0#0#5	0#0#0#0#0#0#0#0#45	0#0#0#0#0#0#0#0#54	0#1#39#0#50#74#0#0#4	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	10989.json	
1661	5#5#5	0.4100014865398407#0.4100014865398407#0.4100014865398407	0.5073107852692228#0.5073107852692228#0.5073107852692228	1#1#1	1#1#1	2#2#2	2#2#2	5.99#5.99#5.99	1#1#1	2#2#2	28.0#28.0#28.0	119.71456909179688#119.71456909179688#119.71456909179688	0#0#0	2#2#2	0#0#0	0#811#931	0#0#0	0#0#0	0#0#0	0#0#0	0#0#1	0#0#0	0#0#1	0#0#1	4637.json	
1027	12#12#12	0.007743177004158497#0.007743177004158497#0.009702548384666443	0.06702397370707083#0.06702397370707083#0.0928301655830797	0#0#0	0#0#0	0#0#0	2#2#2	7.63#7.63#7.63	1#1#1	0#0#1	57.0#57.0#56.0	100.93942260742188#100.93942260742188#101.1334457397461	0#0#0	4#4#4	1#1#1	0#177#532	0#0#1	0#0#2	0#0#8	0#0#8	0#0#13	0#0#0	0#0#0	0#0#0	1435.json	
1706	3#3#3#3#3	0.06583911925554276#0.06583911925554276#0.07135119289159775#0.07135119289159775#0.06279464066028595	0.06809488252709991#0.06809488252709991#0.09682972391870072#0.09682972391870072#0.12356168467578899	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#3.77#3.77	0#0#0#0#0	3#3#3#3#3	37.0#37.0#34.0#34.0#33.0	126.42160034179688#126.42160034179688#126.78704833984375#126.78704833984375#127.01653289794922	0#0#0#0#0	1#1#1#1#1	0#0#0#0#0	0#3#644#856#1493	0#0#1#0#1	0#0#2#0#2	0#0#3#0#7	0#0#3#0#7	0#6#314#0#739	0#0#0#0#0	0#1#0#0#0	0#1#0#0#0	9530.json	
1706	3#3#3	0.04401359707117081#0.04401359707117081#0.04401359707117081	0.4211231637505304#0.4211231637505304#0.4211231637505304	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	2#2#2	26.0#26.0#26.0	128.70916748046875#128.70916748046875#128.70916748046875	0#0#0	0#0#0	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9620.json	
1464	26#26	0.021519623696804047#0.021519623696804047	2.9206726836873513E-4#2.9206726836873513E-4	5#5	7#7	12#12	8#8	9.05#9.05	3#3	3#3	126.0#126.0	82.81512451171875#82.81512451171875	0#0	2#2	3#3	0#613	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11856.json	
992	3#3	0.45790573954582214#0.45790573954582214	0.7379555062000331#0.7379555062000331	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	19.0#19.0	130.57513427734375#130.57513427734375	0#0	1#1	0#0	0#142	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	6173.json	
2196	7#7#7#8#8	0.19410479068756104#0.20693448185920715#0.20693448185920715#0.1394563466310501#0.1394563466310501	0.309417576853738#0.3138145458228183#0.3138145458228183#0.1917938851063992#0.1917938851063992	1#1#1#2#2	1#1#1#2#2	2#2#2#4#4	2#2#2#2#2	10.22#10.22#10.22#10.58#10.58	1#1#1#1#1	2#2#2#3#3	38.0#38.0#38.0#43.0#43.0	112.25244903564453#112.25244903564453#112.25244903564453#109.24699401855469#109.24699401855469	0#0#0#0#0	1#1#1#1#1	1#1#1#1#1	0#9#16#147#1345	0#0#0#2#0	0#0#0#3#0	0#7#0#37#0	0#0#0#32#0	0#0#0#9#0	0#0#0#1#0	0#0#0#1#0	0#0#0#1#0	4489.json	
1555	21#14#7#7#7#7#5#5	0.003290924010798335#0.012782524339854717#0.0#0.0#0.0#0.0#0.0#0.0	4.7255386444780026E-5#0.003218960161715381#0.0010298357843252118#3.6018785380747805E-4#0.0010298357843252118#0.0010298357843252118#0.0019076293344803927#0.001873578588159857	2#1#1#1#1#1#1#1	2#1#1#1#1#1#1#1	4#2#2#2#2#2#2#2	4#3#3#3#3#3#2#2	7.05#5.6#6.05#6.05#6.05#6.05#5.99#5.99	2#1#1#1#1#1#0#0	4#3#4#4#4#4#2#2	116.0#78.0#68.0#73.0#68.0#68.0#60.0#60.0	87.45759582519531#96.48734283447266#108.47573852539062#108.01661682128906#108.47573852539062#108.47573852539062#114.90518188476562#114.90518188476562	0#0#0#0#0#0#0#0	3#3#3#4#3#3#3#3	4#3#1#1#1#1#1#1	0#1#4#563#563#705#871#1001	0#1#3#2#2#0#2#1	0#9#13#4#4#0#6#2	0#180#134#31#31#0#93#12	0#219#151#31#31#0#99#12	0#2#8#5#9#0#11#294	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#1	0#0#0#0#0#0#0#1	6169.json	
922	3#3	0.0506611168384552#0.0506611168384552	0.8197285090345368#0.8197285090345368	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#72	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	415.json	
12	6	0.2877067029476166	0.37013830881443244	2	2	4	2	5.5	1	1	35.0	115.25157928466797	0	1	0	0	0	0	0	0	0	0	0	0	10014.json	
